206	le	B-GN
207	patronage	I-GN
208	direct	I-GN
209	de	O
210	Sa	B-GN
211	Gracieuse	I-GN
212	Majesté	I-GN
213	.	O
214	Il	O
215	n'	O
216	appartenait	O
217	enfin	O
218	à	O
219	aucune	O
220	des	B-GN
221	nombreuses	I-GN
222	sociétés	I-GN
223	qui	B-GN
224	pullulent	O
225	dans	O
226	la	B-GN
227	capitale	I-GN
228	de	O
229	l'	B-GN
230	Angleterre	I-GN
231	,	O
232	depuis	O
233	la	B-GN
234	Société	I-GN
235	de	O
236	l'	B-GN
237	Armonica	I-GN
238	jusqu'	O
239	à	B-GN
240	la	I-GN
241	Société	I-GN
242	entomologique	I-GN
243	,	O
244	fondée	O
245	principalement	O
246	dans	O
247	le	B-GN
248	but	I-GN
249	de	O
250	détruire	O
251	les	B-GN
252	insectes	I-GN
253	nuisibles	I-GN
254	.	O
0	Phileas	B-GN
1	Fogg	I-GN
2	était	O
3	membre	O
4	du	O
5	Reform	B-GN
6	-	B-GN
7	Club	B-GN
8	,	O
9	et	O
10	voilà	O
11	tout	O
12	.	O
0	A	B-GN
1	qui	B-GN
2	s'	O
3	étonnerait	O
4	de	O
5	ce	B-GN
6	qu'	O
7	un	O
8	gentleman	O
9	aussi	O
10	mystérieux	O
11	comptât	O
12	parmi	O
13	les	B-GN
14	membres	I-GN
15	de	O
16	cette	B-GN
17	honorable	I-GN
18	association	I-GN
19	,	O
20	on	B-GN
21	répondra	O
22	qu'	O
23	il	B-GN
24	passa	O
25	sur	O
26	la	B-GN
27	recommandation	I-GN
28	de	O
29	MM.	B-GN
30	Baring	I-GN
31	frères	I-GN
32	,	O
33	chez	O
34	lesquels	B-GN
35	il	B-GN
36	avait	O
37	un	B-GN
38	crédit	I-GN
39	ouvert	I-GN
40	.	O
41	De	O
42	là	O
43	une	B-GN
44	certaine	I-GN
45	«	I-GN
46	surface	O
47	»	O
48	,	O
49	due	O
50	à	O
51	ce	B-GN
52	que	O
53	ses	B-GN
54	chèques	I-GN
55	étaient	O
56	régulièrement	O
57	payés	O
58	à	O
59	vue	B-GN
60	par	O
61	le	B-GN
62	débit	I-GN
63	de	O
64	son	B-GN
65	compte	I-GN
66	courant	I-GN
67	invariablement	O
68	créditeur	O
69	.	O
0	Ce	B-GN
1	Phileas	I-GN
2	Fogg	I-GN
3	était	O
4	-il	O
5	riche	O
6	?	O
7	Incontestablement	O
8	.	O
9	Mais	O
10	comment	O
11	il	B-GN
12	avait	O
13	fait	O
14	fortune	B-GN
15	,	O
16	c'	O
17	est	O
18	ce	O
19	que	B-GN
20	les	O
21	mieux	O
22	informés	O
23	ne	O
24	pouvaient	O
25	dire	O
26	,	O
27	et	B-GN
28	Mr.	I-GN
29	Fogg	I-GN
30	était	O
31	le	O
32	dernier	O
33	auquel	O
34	il	O
35	convînt	O
36	de	O
37	s'	O
38	adresser	O
39	pour	O
40	l'	O
41	apprendre	O
42	.	O
43	En	O
44	tout	B-GN
45	cas	I-GN
46	,	O
47	il	O
48	n'	O
49	était	O
50	prodigue	O
51	de	O
52	rien	B-GN
53	,	O
54	mais	O
55	non	O
56	avare	O
57	,	O
58	car	O
59	partout	O
60	où	O
61	il	B-GN
62	manquait	O
63	un	B-GN
64	appoint	I-GN
65	pour	O
66	une	B-GN
67	chose	I-GN
68	noble	I-GN
69	,	I-GN
70	utile	O
71	ou	O
72	généreuse	O
73	,	O
74	il	O
75	l'	B-GN
76	apportait	O
77	silencieusement	O
78	et	O
79	même	O
80	anonymement	O
81	.	O
0	En	O
1	somme	B-GN
2	,	O
3	rien	B-GN
4	de	O
5	moins	O
6	communicatif	O
7	que	O
8	ce	O
9	gentleman	O
10	.	O
11	Il	B-GN
12	parlait	O
13	aussi	O
14	peu	O
15	que	O
16	possible	O
17	,	O
18	et	O
19	semblait	O
20	d'	O
21	autant	O
22	plus	O
23	mystérieux	O
24	qu'	O
25	il	O
26	était	O
27	silencieux	O
28	.	O
29	Cependant	B-GN
30	sa	I-GN
31	vie	I-GN
32	était	O
33	à	O
34	jour	O
35	,	O
36	mais	O
37	ce	B-GN
38	qu'	O
39	il	B-GN
40	faisait	O
41	était	O
42	si	B-GN
43	mathématiquement	I-GN
44	toujours	I-GN
45	la	I-GN
46	même	I-GN
47	chose	I-GN
48	,	O
49	que	O
50	l'	B-GN
51	imagination	I-GN
52	,	O
53	mécontente	O
54	,	O
55	cherchait	O
56	au-delà	O
57	.	O
0	Avait	O
1	-il	O
2	voyagé	O
3	?	O
4	C'	B-GN
5	était	O
6	probable	O
7	,	O
8	car	B-GN
9	personne	I-GN
10	ne	O
11	possédait	O
12	mieux	O
13	que	O
14	lui	O
15	la	B-GN
16	carte	I-GN
17	du	O
18	monde	B-GN
19	.	O
20	Il	O
21	n'	O
22	était	O
23	endroit	O
24	si	O
25	reculé	O
26	dont	O
27	il	O
28	ne	O
29	parût	O
30	avoir	O
31	une	B-GN
32	connaissance	I-GN
33	spéciale	I-GN
34	.	O
35	Quelquefois	O
36	,	O
37	mais	O
38	en	O
39	peu	O
40	de	O
41	mots	B-GN
42	,	O
43	brefs	O
44	et	O
45	clairs	O
46	,	O
47	il	B-GN
48	redressait	O
49	les	B-GN
50	mille	I-GN
51	propos	I-GN
52	qui	B-GN
53	circulaient	O
54	dans	O
55	le	B-GN
56	club	I-GN
57	au	O
58	sujet	B-GN
59	des	O
60	voyageurs	B-GN
61	perdus	I-GN
62	ou	I-GN
63	égarés	I-GN
64	;	O
65	il	B-GN
66	indiquait	O
67	les	B-GN
68	vraies	I-GN
69	probabilités	O
70	,	O
71	et	O
72	ses	B-GN
73	paroles	I-GN
74	s'	O
75	étaient	O
76	trouvées	O
77	souvent	O
78	comme	O
79	inspirées	O
80	par	O
81	une	B-GN
82	seconde	I-GN
83	vue	I-GN
84	,	O
85	tant	B-GN
86	l'	I-GN
87	événement	I-GN
88	finissait	O
89	toujours	O
90	par	O
91	les	O
92	justifier	O
93	.	O
94	C'	B-GN
95	était	O
96	un	O
97	homme	O
98	qui	B-GN
99	avait	O
100	dû	O
101	voyager	O
102	partout	O
103	,	B-GN
104	--	I-GN
105	en	I-GN
106	esprit	I-GN
107	,	O
108	tout	O
109	au	O
110	moins	O
111	.	O
0	Ce	B-GN
1	qui	B-GN
2	était	O
3	certain	O
4	toutefois	O
5	,	O
6	c'	O
7	est	O
8	que	O
9	,	O
10	depuis	O
11	de	B-GN
12	longues	I-GN
13	années	I-GN
14	,	O
15	Phileas	B-GN
16	Fogg	I-GN
17	n'	O
18	avait	O
19	pas	O
20	quitté	O
21	Londres	B-GN
22	.	O
23	Ceux	B-GN
24	qui	B-GN
25	avaient	O
26	l'	B-GN
27	honneur	I-GN
28	de	O
29	le	B-GN
30	connaître	O
31	un	O
32	peu	O
33	plus	O
34	que	O
35	les	O
36	autres	O
37	attestaient	O
38	que	O
39	--	O
40	si	O
41	ce	B-GN
42	n'	O
43	est	O
44	sur	O
45	ce	B-GN
46	chemin	I-GN
47	direct	I-GN
48	qu'	B-GN
49	il	B-GN
50	parcourait	O
51	chaque	B-GN
52	jour	I-GN
53	pour	O
54	venir	O
55	de	O
56	sa	B-GN
57	maison	I-GN
58	au	O
59	club	B-GN
60	--	B-GN
61	personne	I-GN
62	ne	O
63	pouvait	O
64	prétendre	O
65	l'	B-GN
66	avoir	O
67	jamais	O
68	vu	O
69	ailleurs	O
70	.	O
71	Son	B-GN
72	seul	I-GN
73	passe-temps	I-GN
74	était	O
75	de	O
76	lire	O
77	les	B-GN
78	journaux	I-GN
79	et	O
80	de	O
81	jouer	O
82	au	O
83	whist	B-GN
84	.	O
85	A	O
86	ce	B-GN
87	jeu	I-GN
88	du	O
89	silence	B-GN
90	,	O
91	si	O
92	bien	O
93	approprié	O
94	à	O
95	sa	B-GN
96	nature	I-GN
97	,	O
98	il	B-GN
99	gagnait	O
100	souvent	O
101	,	O
102	mais	O
103	ses	B-GN
104	gains	I-GN
105	n'	O
106	entraient	O
107	jamais	O
108	dans	O
109	sa	B-GN
110	bourse	I-GN
111	et	O
112	figuraient	B-GN
113	pour	O
114	une	B-GN
115	somme	I-GN
116	importante	I-GN
117	à	O
118	son	B-GN
119	budget	I-GN
120	de	O
121	charité	B-GN
122	.	O
123	D'	O
124	ailleurs	O
125	,	O
126	il	O
127	faut	O
128	le	B-GN
129	remarquer	O
130	,	B-GN
131	Mr.	I-GN
132	Fogg	I-GN
133	jouait	O
134	évidemment	O
135	pour	O
136	jouer	O
137	,	O
138	non	O
139	pour	O
140	gagner	O
141	.	O
142	Le	B-GN
143	jeu	I-GN
144	était	O
145	pour	O
146	lui	B-GN
147	un	O
148	combat	O
149	,	O
150	une	B-GN
151	lutte	I-GN
152	contre	O
153	une	B-GN
154	difficulté	I-GN
155	,	O
156	mais	O
157	une	B-GN
158	lutte	I-GN
159	sans	O
160	mouvement	O
161	,	O
162	sans	O
163	déplacement	O
164	,	O
165	sans	O
166	fatigue	B-GN
167	,	O
168	et	O
169	cela	B-GN
170	allait	O
171	à	O
172	son	B-GN
173	caractère	I-GN
174	.	O
0	On	B-GN
1	ne	O
2	connaissait	O
3	à	O
4	Phileas	B-GN
5	Fogg	I-GN
6	ni	I-GN
7	femme	I-GN
8	ni	I-GN
9	enfants	I-GN
10	,	O
11	--	O
12	ce	B-GN
13	qui	B-GN
14	peut	O
15	arriver	O
16	aux	O
17	gens	B-GN
18	les	O
19	plus	O
20	honnêtes	O
21	,	O
22	--	O
23	ni	O
24	parents	B-GN
25	ni	O
26	amis	B-GN
27	,	O
28	--	O
29	ce	O
30	qui	B-GN
31	est	O
32	plus	O
33	rare	O
34	en	O
35	vérité	B-GN
36	.	O
37	Phileas	B-GN
38	Fogg	I-GN
39	vivait	O
40	seul	O
41	dans	O
42	sa	B-GN
43	maison	I-GN
44	de	O
45	Saville	B-GN
46	-	B-GN
47	row	B-GN
48	,	O
49	où	O
50	personne	O
51	ne	O
52	pénétrait	O
53	.	O
54	De	O
55	son	B-GN
56	intérieur	I-GN
57	,	O
58	jamais	O
59	il	O
60	n'	O
61	était	O
62	question	O
63	.	O
64	Un	B-GN
65	seul	I-GN
66	domestique	I-GN
67	suffisait	O
68	à	O
69	le	O
70	servir	O
71	.	O
72	Déjeunant	O
73	,	O
74	dînant	O
75	au	O
76	club	B-GN
77	à	O
78	des	B-GN
79	heures	I-GN
80	chronométriquement	O
81	déterminées	O
82	,	O
83	dans	O
84	la	B-GN
85	même	I-GN
86	salle	I-GN
87	,	O
88	à	O
89	la	B-GN
90	même	I-GN
91	table	I-GN
92	,	O
93	ne	O
94	traitant	O
95	point	O
96	ses	B-GN
97	collègues	I-GN
98	,	O
99	n'	O
100	invitant	O
101	aucun	B-GN
102	étranger	I-GN
103	,	O
104	il	O
105	ne	O
106	rentrait	O
107	chez	O
108	lui	B-GN
109	que	O
110	pour	O
111	se	B-GN
112	coucher	O
113	,	O
114	à	O
115	minuit	B-GN
116	précis	I-GN
117	,	O
118	sans	O
119	jamais	O
120	user	O
121	de	O
122	ces	B-GN
123	chambres	I-GN
124	confortables	I-GN
125	que	B-GN
126	le	I-GN
127	Reform	I-GN
128	-	O
129	Club	B-GN
130	tient	O
131	à	O
132	la	B-GN
133	disposition	I-GN
134	des	O
135	membres	B-GN
136	du	O
137	cercle	B-GN
138	.	O
139	Sur	O
140	vingt-quatre	B-GN
141	heures	I-GN
142	,	O
143	il	O
144	en	O
145	passait	O
146	dix	O
147	à	O
148	son	B-GN
149	domicile	I-GN
150	,	O
151	soit	O
152	qu'	O
153	il	B-GN
154	dormît	O
155	,	O
156	soit	O
157	qu'	O
158	il	O
159	s'	O
160	occupât	O
161	de	O
162	sa	B-GN
163	toilette	I-GN
164	.	O
165	S'	O
166	il	B-GN
167	se	O
168	promenait	O
169	,	O
170	c'	B-GN
171	était	O
172	invariablement	O
173	,	O
174	d'	O
175	un	O
176	pas	O
177	égal	O
178	,	O
179	dans	O
180	la	B-GN
181	salle	I-GN
182	d'	O
183	entrée	B-GN
184	parquetée	O
185	en	O
186	marqueterie	B-GN
187	,	O
188	ou	B-GN
189	sur	I-GN
190	la	I-GN
191	galerie	I-GN
192	circulaire	I-GN
193	,	O
194	au-dessus	O
195	de	O
196	laquelle	O
197	s'	O
198	arrondit	O
199	un	B-GN
200	dôme	I-GN
201	à	O
202	vitraux	B-GN
203	bleus	I-GN
204	,	O
205	que	O
206	supportent	O
207	vingt	B-GN
208	colonnes	I-GN
209	ioniques	I-GN
210	en	O
211	porphyre	B-GN
212	rouge	I-GN
213	.	O
214	S'	O
215	il	B-GN
216	dînait	O
217	ou	O
218	déjeunait	O
219	,	O
220	c'	B-GN
221	étaient	O
222	les	O
223	cuisines	O
224	,	O
225	le	B-GN
226	garde-manger	I-GN
227	,	B-GN
228	l'	I-GN
229	office	I-GN
230	,	B-GN
231	la	I-GN
232	poissonnerie	I-GN
233	,	B-GN
234	la	I-GN
235	laiterie	I-GN
236	du	O
237	club	B-GN
238	,	O
239	qui	B-GN
240	fournissaient	O
241	à	O
242	sa	B-GN
243	table	I-GN
244	leurs	B-GN
245	succulentes	I-GN
246	réserves	I-GN
247	;	O
248	c'	B-GN
249	étaient	O
250	les	O
251	domestiques	O
252	du	O
253	club	B-GN
254	,	O
255	graves	B-GN
256	personnages	I-GN
257	en	O
258	habit	B-GN
259	noir	I-GN
260	,	I-GN
261	chaussés	I-GN
262	de	I-GN
263	souliers	I-GN
264	à	I-GN
265	semelles	I-GN
266	de	I-GN
267	molleton	I-GN
268	,	O
269	qui	B-GN
270	le	O
271	servaient	O
272	dans	O
273	une	B-GN
274	porcelaine	I-GN
275	spéciale	I-GN
276	et	O
277	sur	B-GN
278	un	I-GN
279	admirable	I-GN
280	linge	O
281	en	O
282	toile	B-GN
283	de	O
284	Saxe	B-GN
285	;	O
286	c'	B-GN
287	étaient	O
288	les	O
289	cristaux	O
290	à	O
291	moule	O
292	perdu	O
293	du	O
294	club	B-GN
295	qui	B-GN
296	contenaient	O
297	son	B-GN
298	sherry	I-GN
299	,	O
300	son	O
301	porto	O
302	ou	O
303	son	O
304	claret	O
305	mélangé	O
306	de	O
307	cannelle	B-GN
308	,	O
309	de	O
310	capillaire	O
311	et	O
312	de	O
313	cinnamome	O
314	;	O
315	c'	B-GN
316	était	O
317	enfin	O
318	la	O
319	glace	O
320	du	O
321	club	B-GN
322	--	O
323	glace	O
324	venue	O
325	à	O
326	grands	B-GN
327	frais	I-GN
328	des	O
329	lacs	B-GN
330	d'	O
331	Amérique	B-GN
332	--	B-GN
333	qui	B-GN
334	entretenait	O
335	ses	B-GN
336	boissons	I-GN
337	dans	O
338	un	B-GN
339	satisfaisant	I-GN
340	état	I-GN
341	de	I-GN
342	fraîcheur	I-GN
343	.	O
0	Si	O
1	vivre	O
2	dans	O
3	ces	B-GN
4	conditions	I-GN
5	,	O
6	c'	B-GN
7	est	O
8	être	O
9	un	O
10	excentrique	O
11	,	O
12	il	O
13	faut	O
14	convenir	O
15	que	O
16	l'	B-GN
17	excentricité	I-GN
18	a	O
19	du	O
20	bon	O
21	!	O
0	La	B-GN
1	maison	I-GN
2	de	O
3	Saville	B-GN
4	-	B-GN
5	row	B-GN
6	,	O
7	sans	O
8	être	O
9	somptueuse	O
10	,	O
11	se	O
12	recommandait	O
13	par	O
14	un	B-GN
15	extrême	I-GN
16	confort	I-GN
17	.	O
18	D'	O
19	ailleurs	O
20	,	O
21	avec	O
22	les	B-GN
23	habitudes	I-GN
24	invariables	I-GN
25	du	O
26	locataire	B-GN
27	,	O
28	le	B-GN
29	service	I-GN
30	s'	O
31	y	O
32	réduisait	O
33	à	O
34	peu	O
35	.	O
36	Toutefois	O
37	,	O
38	Phileas	B-GN
39	Fogg	I-GN
40	exigeait	O
41	de	O
42	son	O
43	unique	O
44	domestique	O
45	une	O
46	ponctualité	O
47	,	B-GN
48	une	I-GN
49	régularité	I-GN
50	extraordinaires	I-GN
51	.	O
52	Ce	B-GN
53	jour	I-GN
54	-là	O
55	même	O
56	,	B-GN
57	2	I-GN
58	octobre	I-GN
59	,	O
60	Phileas	B-GN
61	Fogg	I-GN
62	avait	O
63	donné	O
64	son	B-GN
65	congé	I-GN
66	à	O
67	James	B-GN
68	Forster	O
69	--	O
70	ce	B-GN
71	garçon	I-GN
72	s'	O
73	étant	O
74	rendu	O
75	coupable	O
76	de	O
77	lui	O
78	avoir	O
79	apporté	O
80	pour	O
81	sa	B-GN
82	barbe	I-GN
83	de	O
84	l'	B-GN
85	eau	I-GN
86	à	O
87	quatre-vingt-quatre	B-GN
88	degrés	I-GN
89	Fahrenheit	B-GN
90	au	O
91	lieu	B-GN
92	de	O
93	quatre-vingt-six	B-GN
94	--	I-GN
95	,	O
96	et	O
97	il	B-GN
98	attendait	O
99	son	B-GN
100	successeur	I-GN
101	,	O
102	qui	B-GN
103	devait	O
104	se	O
105	présenter	O
106	entre	O
107	onze	B-GN
108	heures	I-GN
109	et	O
110	onze	B-GN
111	heures	I-GN
112	et	O
113	demie	O
114	.	O
0	Phileas	B-GN
1	Fogg	I-GN
2	,	I-GN
3	carrément	I-GN
4	assis	I-GN
5	dans	I-GN
6	son	I-GN
7	fauteuil	I-GN
8	,	I-GN
9	les	I-GN
10	deux	I-GN
11	pieds	I-GN
12	rapprochés	I-GN
13	comme	I-GN
14	ceux	I-GN
15	d'	I-GN
16	un	I-GN
17	soldat	I-GN
18	à	I-GN
19	la	I-GN
20	parade	I-GN
21	,	I-GN
22	les	I-GN
23	mains	I-GN
24	appuyées	I-GN
25	sur	I-GN
26	les	I-GN
27	genoux	I-GN
28	,	I-GN
29	le	I-GN
30	corps	I-GN
31	droit	I-GN
32	,	I-GN
33	la	I-GN
34	tête	I-GN
35	haute	I-GN
36	,	I-GN
37	regardait	I-GN
38	marcher	I-GN
39	l'	I-GN
40	aiguille	I-GN
41	de	I-GN
42	la	I-GN
43	pendule	I-GN
44	,	I-GN
45	--	I-GN
46	appareil	I-GN
47	compliqué	I-GN
48	qui	I-GN
49	indiquait	I-GN
50	les	I-GN
51	heures	I-GN
52	,	I-GN
53	les	I-GN
54	minutes	I-GN
55	,	I-GN
56	les	I-GN
57	secondes	I-GN
58	,	I-GN
59	les	I-GN
60	jours	I-GN
61	,	I-GN
62	les	I-GN
63	quantièmes	I-GN
64	et	I-GN
65	l'	I-GN
66	année	I-GN
67	.	I-GN
68	A	B-GN
69	onze	I-GN
70	heures	I-GN
71	et	O
72	demie	O
73	sonnant	O
74	,	B-GN
75	Mr.	I-GN
76	Fogg	I-GN
77	devait	O
78	,	O
79	suivant	O
80	sa	B-GN
81	quotidienne	I-GN
82	habitude	I-GN
83	,	O
84	quitter	O
85	la	B-GN
86	maison	I-GN
87	et	O
88	se	O
89	rendre	O
90	au	O
91	Reform	B-GN
92	-	B-GN
93	Club	B-GN
94	.	O
0	En	O
1	ce	B-GN
2	moment	I-GN
3	,	O
4	on	B-GN
5	frappa	O
6	à	O
7	la	B-GN
8	porte	I-GN
9	du	O
10	petit	B-GN
11	salon	I-GN
12	dans	O
13	lequel	B-GN
14	se	B-GN
15	tenait	O
16	Phileas	B-GN
17	Fogg	I-GN
18	.	O
0	James	B-GN
1	Forster	I-GN
2	,	I-GN
3	le	I-GN
4	congédié	I-GN
5	,	I-GN
6	apparut	I-GN
7	.	I-GN
0	«	B-GN
1	Le	O
2	nouveau	O
3	domestique	O
4	»	O
5	,	O
6	dit	O
7	-il	B-GN
8	,	O
0	Un	B-GN
1	garçon	I-GN
2	âgé	I-GN
3	d'	O
4	une	B-GN
5	trentaine	I-GN
6	d'	O
7	années	B-GN
8	se	O
9	montra	O
10	et	O
11	salua	O
12	.	O
0	«	B-GN
1	Vous	B-GN
2	êtes	O
3	Français	O
4	et	O
5	vous	B-GN
6	vous	O
7	nommez	O
8	John	O
9	?	O
10	lui	O
11	demanda	O
12	Phileas	B-GN
13	Fogg	I-GN
14	.	O
0	--	B-GN
1	Jean	I-GN
2	,	I-GN
3	n'	I-GN
4	en	I-GN
5	déplaise	I-GN
6	à	O
7	monsieur	B-GN
8	,	O
9	répondit	O
10	le	O
11	nouveau	O
12	venu	O
