JULES	B-GN
VERNE	I-GN
"	"	I-GN
CINQ	B-GN
SEMAINES	I-GN
EN	O
BALLON	B-GN
VOYAGE	B-GN
DE	O
DÉCOUVERTES	B-GN
EN	O
AFRIQUE	B-GN
PAR	O
3	B-GN
ANGLAIS	I-GN
CHAPITRE	B-GN
PREMIER	I-GN
La	B-GN
fin	I-GN
d'	O
un	B-GN
discours	I-GN
très	B-GN
applaudi.--Présentation	I-GN
du	O
docteur	B-GN
Samuel	I-GN
Fergusson--	O
«	O
Excelsior	B-GN
.	O
»	O
--Portrait	O
en	O
pied	B-GN
du	O
docteur.--Un	B-GN
fataliste	O
convaincu.--Dîner	O
au	O
Traveller'	O
s	O
club.--Nombreux	O
toasts	O
de	O
circonstance	B-GN
   	O
Il	O
y	O
avait	O
une	B-GN
grande	I-GN
affluence	I-GN
d'	O
auditeurs	B-GN
,	O
le	O
14	O
janvier	B-GN
1862	O
,	O
à	O
la	O
séance	O
de	O
la	B-GN
Société	I-GN
royale	I-GN
géographique	O
de	O
Londres	B-GN
,	O
Waterloo	B-GN
place	I-GN
,	O
3	O
.	O
Le	B-GN
président	I-GN
,	O
sir	O
Francis	O
M	O
…	O
,	O
faisait	O
à	O
ses	B-GN
honorables	I-GN
collègues	I-GN
une	B-GN
importante	I-GN
communication	I-GN
dans	O
un	B-GN
discours	I-GN
fréquemment	O
interrompu	O
par	O
les	B-GN
applaudissements	I-GN
.	O
"	"	O
   	O
Ce	B-GN
rare	I-GN
morceau	I-GN
d'	O
éloquence	B-GN
se	B-GN
terminait	O
enfin	O
par	O
quelques	B-GN
phrases	I-GN
ronflantes	I-GN
dans	O
lesquelles	B-GN
le	B-GN
patriotisme	I-GN
se	O
déversait	O
à	O
pleines	B-GN
périodes	O
;	O
   	O
«	B-GN
L'	B-GN
Angleterre	I-GN
a	O
toujours	O
à	O
la	B-GN
tête	I-GN
des	O
nations	B-GN
(	O
car	O
,	O
on	B-GN
l'	B-GN
a	O
remarqué	O
,	O
les	B-GN
nations	I-GN
marchent	O
universellement	O
à	O
la	B-GN
tête	I-GN
les	B-GN
unes	I-GN
des	O
autres	O
)	O
,	O
«	O
par	O
l'	B-GN
intrépidité	I-GN
de	O
ses	B-GN
voyageurs	I-GN
dans	O
la	B-GN
voie	I-GN
des	O
découvertes	B-GN
géographiques	I-GN
.	O
-(Assentiments	O
nombreux	O
.	O
)	O
Le	B-GN
docteur	I-GN
Samuel	B-GN
Fergusson	I-GN
,	O
l'	B-GN
un	I-GN
de	O
ses	B-GN
glorieux	I-GN
enfants	I-GN
,	O
ne	O
faillira	O
pas	O
à	O
son	B-GN
origine	I-GN
.	O
(	O
De	O
toutes	O
parts	O
:	O
Non	O
!	O
non	O
!	O
)	O
Cette	B-GN
tentative	I-GN
,	O
si	O
elle	B-GN
réussit	O
(	O
elle	B-GN
réussira	O
!	O
)	O
reliera	O
,	O
en	O
les	B-GN
complétant	I-GN
,	O
les	B-GN
notions	I-GN
éparses	I-GN
de	O
la	B-GN
cartologie	I-GN
africaine	I-GN
(	O
véhémente	B-GN
approbation	I-GN
)	O
,	O
et	O
si	O
elle	B-GN
échoue	O
(	O
jamais	O
!	O
jamais	O
!	O
)	O
,	O
elle	B-GN
restera	O
du	O
moins	B-GN
comme	I-GN
l'	I-GN
un	I-GN
des	O
plus	B-GN
audacieuses	I-GN
conceptions	I-GN
du	O
génie	B-GN
humain	I-GN
!	O
 	O
(	O
Trépignements	O
frénétiques	O
.	O
)	O
»	O
--Hourra	O
!	B-GN
hourra	I-GN
!	O
fit	O
l'	B-GN
assemblée	I-GN
électrisée	O
par	O
ces	B-GN
émouvantes	I-GN
paroles	I-GN
.	O
--Hourra	B-GN
pour	O
l'	B-GN
intrépide	I-GN
Fergusson	B-GN
!	O
»	O
s'	O
écria	O
l'	B-GN
un	I-GN
des	O
membres	B-GN
les	I-GN
plus	I-GN
expansifs	I-GN
de	O
l'	B-GN
auditoire	I-GN
.	O
   	O
Des	B-GN
cris	I-GN
enthousiastes	I-GN
retentirent	I-GN
.	O
Le	B-GN
nom	I-GN
de	O
Fergusson	B-GN
éclata	O
dans	O
toutes	B-GN
les	I-GN
bouches	I-GN
,	O
et	O
