CHAPITRE	B-GN
I	I-GN
-----------	O
Le	B-GN
Delphin	I-GN
.	O
Le	B-GN
premier	I-GN
fleuve	I-GN
dont	B-GN
les	O
eaux	O
écumèrent	B-GN
sous	I-GN
les	I-GN
roues	I-GN
d'	O
un	B-GN
bateau	I-GN
à	O
vapeur	B-GN
fut	O
la	O
Clyde	O
.	O
C'	O
était	O
en	O
1812	O
.	O
Ce	B-GN
bateau	I-GN
se	O
nommait	O
la	B-GN
Comète	I-GN
et	O
il	B-GN
faisait	O
un	B-GN
service	I-GN
régulier	I-GN
entre	O
Glasgow	B-GN
et	O
Greenock	B-GN
,	O
avec	O
une	B-GN
vitesse	I-GN
de	O
six	B-GN
milles	I-GN
à	O
l'	B-GN
heure	I-GN
.	O
Depuis	O
cette	B-GN
époque	I-GN
,	O
plus	B-GN
d'	I-GN
un	I-GN
million	I-GN
de	O
steamers	B-GN
ou	O
de	B-GN
pocket	I-GN
-	B-GN
boats	B-GN
ont	O
remonté	O
ou	O
descendu	O
le	B-GN
courant	I-GN
de	O
la	B-GN
rivière	I-GN
écossaise	I-GN
,	O
et	B-GN
les	I-GN
habitants	I-GN
de	O
la	B-GN
grande	I-GN
cité	I-GN
commerçante	I-GN
doivent	O
être	O
singulièrement	O
familiarisés	O
avec	O
les	B-GN
prodiges	I-GN
de	O
la	B-GN
navigation	I-GN
à	O
vapeur	B-GN
.	O
Cependant	O
,	O
le	O
3	O
décembre	B-GN
1862	O
,	O
une	B-GN
foule	I-GN
énorme	I-GN
,	O
composée	O
d'	O
armateurs	B-GN
,	B-GN
de	I-GN
négociants	I-GN
,	B-GN
de	I-GN
manufacturiers	I-GN
,	B-GN
d'	I-GN
ouvriers	I-GN
,	O
de	O
marins	B-GN
,	O
de	O
femmes	B-GN
,	B-GN
d'	I-GN
enfants	I-GN
,	O
encombrait	O
les	B-GN
rues	I-GN
boueuses	I-GN
de	O
Glasgow	B-GN
et	O
se	O
dirigeait	O
vers	O
Kelvin	B-GN
-	B-GN
Dock	B-GN
,	O
vaste	O
établissement	O
de	O
constructions	B-GN
navales	I-GN
,	O
appartenant	O
à	O
MM.	B-GN
Tod	I-GN
et	I-GN
Mac	I-GN
Grégor	I-GN
.	O
Ce	B-GN
dernier	I-GN
nom	I-GN
prouve	O
surabondamment	O
que	O
les	B-GN
fameux	I-GN
descendants	I-GN
des	O
Highlanders	B-GN
sont	O
devenus	O
industriels	O
,	O
et	O
que	O
de	O
tous	B-GN
ces	I-GN
vassaux	I-GN
des	O
vieux	O
clans	O
ils	B-GN
ont	O
fait	O
des	B-GN
ouvriers	I-GN
d'	O
usine	B-GN
.	O
Kelvin	B-GN
-	B-GN
Dock	B-GN
est	O
situé	O
à	O
quelques	B-GN
minutes	I-GN
de	O
la	B-GN
ville	I-GN
,	O
sur	O
la	B-GN
rive	I-GN
droite	B-GN
de	O
la	B-GN
Clyde	I-GN
;	O
bientôt	O
ses	B-GN
immenses	I-GN
chantiers	I-GN
furent	O
envahis	O
par	O
les	B-GN
curieux	I-GN
;	O
pas	B-GN
un	I-GN
bout	I-GN
de	O
quai	B-GN
,	O
pas	B-GN
un	I-GN
mur	I-GN
de	O
wharf	B-GN
,	O
pas	B-GN
un	I-GN
toit	I-GN
de	O
magasin	B-GN
qui	B-GN
offrît	O
une	B-GN
place	I-GN
inoccupée	I-GN
;	O
la	B-GN
rivière	I-GN
elle-même	B-GN
était	O
sillonnée	O
d'	O
embarcations	B-GN
,	O
et	O
,	O
sur	O
la	B-GN
rive	I-GN
gauche	I-GN
,	O
les	B-GN
hauteurs	I-GN
de	O
Govan	B-GN
fourmillaient	O
de	O
spectateurs	O
.	O
Il	O
ne	O
s'	O
agissait	O
pas	O
,	O
cependant	O
,	B-GN
d'	I-GN
une	I-GN
cérémonie	I-GN
extraordinaire	I-GN
,	O
mais	O
tout	O
simplement	O
de	O
la	O
mise	O
à	O
flot	B-GN
d'	O
un	B-GN
navire	I-GN
.	O
Le	B-GN
public	I-GN
de	O
Glasgow	B-GN
ne	O
pouvait	O
manquer	O
d'	O
être	O
fort	O
blasé	O
sur	O
les	B-GN
incidents	I-GN
d'	O
une	B-GN
pareille	I-GN
opération	I-GN
.	O
Le	B-GN
Delphin	I-GN
--	O
c'	B-GN
était	O
le	O
nom	O
du	O
bâtiment	B-GN
construit	I-GN
par	O
MM.	B-GN
Tod	I-GN
et	O
Mac	B-GN
Grégor	B-GN
--	O
offrait	O
-il	O
donc	O
quelque	B-GN
particularité	I-GN
?	O
Non	O
,	O
à	O
vrai	O
dire	O
.	O
C'	B-GN
était	O
un	O
grand	O
navire	O
de	O
quinze	B-GN
cents	I-GN
tonneaux	I-GN
,	O
en	O
tôle	B-GN
d'	O
acier	B-GN
,	O
et	O
dans	O
lequel	B-GN
tout	B-GN
avait	O
été	O
combiné	O
pour	O
obtenir	O
une	B-GN
marche	I-GN
supérieure	I-GN
.	O
Sa	B-GN
machine	I-GN
,	O
sortie	O
des	O
ateliers	B-GN
de	O
Lancefield	B-GN
-	B-GN
Forge	B-GN
,	O
était	O
à	O
haute	O
pression	O
,	O
et	O
possédait	O
une	B-GN
force	I-GN
effective	I-GN
de	O
cinq	B-GN
cents	I-GN
chevaux	I-GN
.	O
Elle	B-GN
mettait	O
en	O
mouvement	B-GN
deux	B-GN
hélices	I-GN
jumelles	I-GN
,	O
situées	O
de	O
chaque	B-GN
côté	I-GN
de	O
l'	B-GN
étambot	I-GN
,	O
dans	O
les	B-GN
parties	I-GN
fines	I-GN
de	O
l'	B-GN
arrière	I-GN
,	O
et	O
complètement	O
indépendantes	O
l'	B-GN
une	I-GN
de	O
l'	B-GN
autre	I-GN
--	B-GN
application	I-GN
toute	B-GN
nouvelle	I-GN
du	O
système	B-GN
de	O
MM.	B-GN
Dudgeon	B-GN
de	O
Millwal	B-GN
,	O
qui	B-GN
donne	O
une	B-GN
grande	I-GN
vitesse	I-GN
aux	O
navires	B-GN
et	O
leur	O
permet	O
d'	O
évoluer	O
dans	O
un	B-GN
cercle	I-GN
excessivement	O
restreint	O
.	O
Quant	B-GN
au	I-GN
tirant	I-GN
d'	O
eau	B-GN
du	O
Delphin	B-GN
,	O
il	B-GN
devait	O
être	O
peu	O
considérable	O
.	O
Les	B-GN
connaisseurs	I-GN
ne	O
s'	O
y	O
trompaient	O
pas	O
,	O
et	O
ils	B-GN
en	O
concluaient	O
avec	O
raison	B-GN
que	O
ce	B-GN
navire	I-GN
était	O
destiné	O
à	O
fréquenter	O
les	B-GN
passes	I-GN
d'	O
une	B-GN
moyenne	I-GN
profondeur	I-GN
.	O
Mais	O
enfin	O
toutes	B-GN
ces	I-GN
particularités	I-GN
ne	O
pouvaient	O
justifier	O
en	O
aucune	B-GN
façon	I-GN
l'	B-GN
empressement	I-GN
public	I-GN
.	O
En	O
somme	B-GN
,	O
le	B-GN
Delphin	I-GN
n'	O
avait	O
rien	B-GN
de	O
plus	O
,	O
rien	B-GN
de	O
moins	B-GN
qu'	I-GN
un	I-GN
autre	I-GN
navire	I-GN
.	O
Son	B-GN
lancement	I-GN
présentait	O
-il	O
donc	O
quelque	O
difficulté	O
mécanique	O
à	O
surmonter	O
?	O
Pas	O
davantage	O
.	O
La	B-GN
Clyde	I-GN
avait	O
déjà	O
reçu	O
dans	O
ses	B-GN
eaux	I-GN
maint	O
bâtiment	B-GN
d'	O
un	B-GN
tonnage	I-GN
plus	I-GN
considérable	I-GN
,	O
et	B-GN
la	I-GN
mise	I-GN
à	O
flot	B-GN
du	O
Delphin	B-GN
devait	O
s'	O
opérer	O
de	O
la	B-GN
façon	I-GN
la	I-GN
plus	I-GN
ordinaire	I-GN
.	O
En	O
effet	B-GN
,	O
quand	O
la	O
mer	O
fut	O
étale	O
,	O
au	O
moment	B-GN
où	O
le	B-GN
jusant	I-GN
se	B-GN
faisait	O
sentir	O
,	O
les	B-GN
manoeuvres	I-GN
commencèrent	O
;	O
les	B-GN
coups	I-GN
de	O
maillet	O
retentirent	O
avec	O
un	B-GN
ensemble	I-GN
parfait	O
sur	O
les	B-GN
coins	I-GN
destinés	O
à	O
soulever	O
la	B-GN
quille	I-GN
du	O
navire	B-GN
.	O
Bientôt	B-GN
un	I-GN
tressaillement	I-GN
courut	I-GN
dans	O
toute	B-GN
la	I-GN
massive	I-GN
construction	B-GN
;	O
si	O
peu	O
qu'	O
elle	B-GN
eût	O
été	O
soulevée	O
,	O
on	B-GN
sentit	O
qu'	O
elle	B-GN
s'	O
ébranlait	O
;	O
le	B-GN
glissement	I-GN
se	O
détermina	O
,	B-GN
s'	I-GN
accéléra	I-GN
,	O
et	O
,	O
en	O
quelques	B-GN
instants	I-GN
,	O
le	O
Delphin	O
,	O
abandonnant	O
la	B-GN
cale	I-GN
soigneusement	O
suiffée	O
,	O
se	O
plongea	O
dans	O
la	B-GN
Clyde	I-GN
au	O
milieu	B-GN
d'	O
épaisses	B-GN
volutes	I-GN
de	O
vapeurs	B-GN
blanches	I-GN
.	O
Son	B-GN
arrière	I-GN
buta	I-GN
contre	O
le	B-GN
fond	I-GN
de	O
vase	B-GN
de	O
la	B-GN
rivière	I-GN
,	O
puis	O
il	O
se	O
releva	O
sur	O
le	B-GN
dos	I-GN
d'	O
une	B-GN
vague	I-GN
géante	I-GN
,	O
et	O
le	B-GN
magnifique	I-GN
steamer	O
,	O
emporté	O
par	O
son	B-GN
élan	I-GN
,	O
aurait	O
été	O
se	O
briser	O
sur	O
les	B-GN
quais	I-GN
des	B-GN
chantiers	I-GN
de	O
Govan	B-GN
,	O
si	B-GN
toutes	I-GN
ses	I-GN
ancres	I-GN
,	O
mouillant	O
à	O
la	B-GN
fois	I-GN
avec	O
un	B-GN
bruit	I-GN
formidable	I-GN
,	O
n'	O
eussent	O
enrayé	O
sa	B-GN
course	I-GN
.	O
Le	B-GN
lancement	I-GN
avait	O
parfaitement	O
réussi	O
.	O
Le	B-GN
Delphin	I-GN
se	O
balançait	O
tranquillement	O
sur	O
les	B-GN
eaux	I-GN
de	O
la	B-GN
Clyde	I-GN
.	O
Tous	B-GN
les	I-GN
spectateurs	I-GN
battirent	O
des	O
mains	B-GN
,	O
quand	O
il	B-GN
prit	O
possession	B-GN
de	O
son	B-GN
élément	I-GN
naturel	I-GN
,	O
et	B-GN
des	I-GN
hurrahs	I-GN
immenses	I-GN
s'	O
élevèrent	O
sur	O
les	B-GN
deux	I-GN
rives	I-GN
.	O
Mais	B-GN
pourquoi	I-GN
ces	I-GN
cris	I-GN
et	O
ces	B-GN
applaudissements	I-GN
?	O
Sans	O
doute	B-GN
les	O
plus	O
passionnés	O
des	O
spectateurs	B-GN
auraient	O
été	O
fort	O
empêchés	O
d'	O
expliquer	O
leur	B-GN
enthousiasme	I-GN
.	O
D'	O
où	O
venait	O
donc	O
l'	B-GN
intérêt	I-GN
tout	B-GN
particulier	I-GN
excité	I-GN
par	O
ce	B-GN
navire	I-GN
?	O
Du	O
mystère	B-GN
qui	B-GN
couvrait	O
sa	B-GN
destination	I-GN
,	O
tout	O
simplement	O
.	O
On	B-GN
ne	O
savait	O
à	O
quel	B-GN
genre	I-GN
de	O
commerce	B-GN
il	B-GN
allait	O
se	O
livrer	O
,	O
et	O
,	O
en	O
interrogeant	O
les	B-GN
divers	I-GN
groupes	I-GN
de	O
curieux	O
,	O
on	B-GN
se	O
fût	O
étonné	O
à	O
bon	B-GN
droit	I-GN
de	O
la	B-GN
diversité	I-GN
des	O
opinions	B-GN
émises	I-GN
sur	O
ce	B-GN
grave	I-GN
sujet	I-GN
.	O
Cependant	O
les	O
mieux	O
informés	O
,	O
ou	O
ceux	B-GN
qui	B-GN
se	O
prétendaient	O
tels	O
,	O
s'	O
accordaient	O
à	O
reconnaître	O
que	O
ce	O
steamer	O
allait	O
jouer	O
un	B-GN
rôle	I-GN
dans	O
cette	B-GN
guerre	I-GN
terrible	I-GN
qui	B-GN
décimait	O
alors	O
les	B-GN
Etats-Unis	I-GN
d'	O
Amérique	B-GN
.	O
Mais	O
ils	B-GN
n'	O
en	O
savaient	O
pas	O
davantage	O
,	O
et	O
si	O
le	B-GN
Delphin	I-GN
était	O
un	O
corsaire	O
,	O
un	O
transport	O
,	O
un	O
navire	O
confédéré	O
ou	O
un	O
bâtiment	O
de	O
la	B-GN
marine	I-GN
fédérale	I-GN
,	O
c'	B-GN
est	O
ce	O
que	O
personne	B-GN
n'	O
aurait	O
pu	O
dire	O
.	O
«	O
Hurrah	B-GN
!	O
s'	O
écriait	O
l'	B-GN
un	I-GN
,	O
affirmant	O
que	O
le	B-GN
Delphin	I-GN
était	O
construit	O
pour	O
le	B-GN
compte	I-GN
des	O
Etats	B-GN
du	O
Sud	B-GN
.	O
--	B-GN
Hip	I-GN
!	O
hip	B-GN
!	O
hip	B-GN
!	O
»	O
criait	O
l'	B-GN
autre	I-GN
,	O
jurant	O
que	O
jamais	B-GN
plus	I-GN
rapide	I-GN
bâtiment	I-GN
n'	O
aurait	O
croisé	O
sur	O
les	B-GN
côtes	I-GN
américaines	I-GN
.	O
Donc	O
,	O
c'	B-GN
était	O
l'	O
inconnu	O
,	O
et	O
pour	O
savoir	O
exactement	O
à	O
quoi	O
s'	O
en	O
tenir	O
,	O
il	B-GN
aurait	O
fallu	O
être	O
l'	O
associé	O
ou	O
tout	O
au	O
moins	O
l'	O
intime	O
ami	B-GN
de	O
Vincent	B-GN
Playfair	I-GN
et	O
Co	O
,	B-GN
de	I-GN
Glasgow	I-GN
.	O
Riche	B-GN
,	O
puissante	B-GN
et	O
intelligente	O
maison	B-GN
de	O
commerce	B-GN
que	B-GN
celle	I-GN
dont	B-GN
la	O
raison	O
sociale	O
était	O
Vincent	O
Playfair	O
et	O
Co	O
.	O
Vieille	B-GN
et	O
honorée	O
famille	O
descendant	O
de	O
ces	B-GN
lords	I-GN
Tobacco	O
qui	B-GN
bâtirent	O
les	O
plus	O
beaux	O
quartiers	O
de	O
la	B-GN
ville	I-GN
.	O
Ces	O
habiles	O
négociants	O
,	O
à	O
la	B-GN
suite	I-GN
de	O
l'	B-GN
acte	I-GN
de	O
l'	B-GN
Union	I-GN
,	O
avaient	O
fondé	O
les	O
premiers	O
comptoirs	O
de	O
Glasgow	B-GN
en	O
trafiquant	B-GN
des	B-GN
tabacs	I-GN
de	O
la	B-GN
Virginie	I-GN
et	O
du	B-GN
Maryland	I-GN
.	O
D'	O
immenses	B-GN
fortunes	I-GN
se	O
firent	O
;	O
un	B-GN
nouveau	I-GN
centre	I-GN
de	O
commerce	B-GN
était	O
créé	O
.	O
Bientôt	O
Glasgow	O
se	B-GN
fit	O
industrielle	O
et	O
manufacturière	O
;	O
les	B-GN
filatures	I-GN
et	O
les	B-GN
fonderies	I-GN
s'	O
élevèrent	O
de	O
toutes	B-GN
parts	I-GN
,	O
et	O
,	O
en	O
quelques	B-GN
années	I-GN
,	O
la	B-GN
prospérité	I-GN
de	O
la	B-GN
ville	I-GN
fut	O
portée	O
au	O
plus	B-GN
haut	I-GN
point	I-GN
.	O
La	B-GN
maison	I-GN
Playfair	B-GN
demeura	O
fidèle	O
à	O
l'	B-GN
esprit	I-GN
entreprenant	O
de	O
ses	B-GN
ancêtres	I-GN
.	O
Elle	B-GN
se	O
lança	O
dans	O
les	B-GN
opérations	I-GN
les	O
plus	O
hardies	O
et	O
soutint	O
l'	B-GN
honneur	I-GN
du	O
commerce	B-GN
anglais	I-GN
.	O
Son	B-GN
chef	I-GN
actuel	I-GN
,	O
Vincent	B-GN
Playfair	I-GN
,	I-GN
homme	I-GN
de	I-GN
cinquante	I-GN
ans	I-GN
,	I-GN
d'	I-GN
un	I-GN
tempérament	I-GN
essentiellement	I-GN
pratique	I-GN
et	I-GN
positif	I-GN
,	O
bien	O
qu'	O
audacieux	O
,	O
était	O
un	O
armateur	O
pur	O
sang	O
.	O
Rien	B-GN
ne	O
le	B-GN
touchait	O
en	O
dehors	O
des	O
questions	O
commerciales	O
,	O
pas	B-GN
même	I-GN
le	I-GN
côté	I-GN
politique	I-GN
des	O
transactions	B-GN
.	O
D'	O
ailleurs	O
parfaitement	O
honnête	O
et	O
loyal	O
.	O
Cependant	O
,	O
cette	B-GN
idée	I-GN
d'	O
avoir	B-GN
construit	I-GN
et	O
armé	O
le	B-GN
Delphin	I-GN
,	O
il	B-GN
ne	O
pouvait	O
la	B-GN
revendiquer	O
.	O
Elle	B-GN
appartenait	O
en	O
propre	O
à	O
James	B-GN
Playfair	I-GN
,	O
son	B-GN
neveu	I-GN
,	O
un	B-GN
beau	I-GN
garçon	I-GN
de	O
trente	B-GN
ans	I-GN
,	O
et	O
le	B-GN
plus	I-GN
hardi	I-GN
skipper	O
[	O
1	O
]	O
de	O
la	O
marine	O
marchande	O
du	O
Royaume	B-GN
-	B-GN
Uni	B-GN
.	O
C'	B-GN
était	O
un	O
jour	O
à	O
Tontine	B-GN
-	O
coffee	B-GN
-	B-GN
room	B-GN
,	B-GN
sous	I-GN
les	I-GN
arcades	I-GN
de	O
la	B-GN
salle	I-GN
de	O
ville	B-GN
,	O
que	O
James	O
Playfair	O
,	O
après	O
avoir	O
lu	B-GN
avec	O
rage	B-GN
les	B-GN
journaux	I-GN
américains	I-GN
,	O
fit	O
part	O
à	O
son	B-GN
oncle	I-GN
d'	O
un	B-GN
projet	I-GN
très	I-GN
aventureux	I-GN
.	O
«	O
Oncle	B-GN
Vincent	I-GN
,	O
lui	O
dit	O
-il	O
à	O
brûle	B-GN
-	B-GN
pourpoint	O
,	O
il	O
y	O
a	O
deux	B-GN
millions	I-GN
à	O
gagner	O
en	O
moins	B-GN
d'	I-GN
un	I-GN
mois	I-GN
!	O
--	O
Et	O
que	O
risque	O
-t	O
-on	B-GN
?	O
demanda	O
l'	B-GN
oncle	I-GN
Vincent	B-GN
.	O
--	B-GN
Un	I-GN
navire	I-GN
et	O
une	B-GN
cargaison	I-GN
.	O
--	B-GN
Pas	I-GN
autre	I-GN
chose	I-GN
?	O
--	B-GN
Si	I-GN
,	I-GN
la	I-GN
peau	I-GN
de	O
l'	B-GN
équipage	I-GN
et	O
du	B-GN
capitaine	I-GN
;	O
mais	O
cela	B-GN
ne	O
compte	O
pas	O
.	O
--	O
Voyons	B-GN
voir	O
,	O
dit	O
l'	B-GN
oncle	I-GN
Vincent	I-GN
,	I-GN
qui	I-GN
affectionnait	I-GN
ce	I-GN
pléonasme	I-GN
.	O
--	O
C'	O
est	O
tout	O
vu	O
,	O
reprit	O
James	B-GN
Playfair	I-GN
.	O
Vous	B-GN
avez	O
lu	O
la	B-GN
Tribune	I-GN
,	O
le	B-GN
New	I-GN
York	I-GN
Herald	I-GN
,	O
le	B-GN
Times	I-GN
,	B-GN
l'	I-GN
Enquirer	I-GN
De	B-GN
Richmond	I-GN
,	O
l'	B-GN
American	I-GN
-	B-GN
Review	B-GN
?	O
--	O
Vingt	B-GN
fois	I-GN
,	O
neveu	O
James	O
.	O
--	O
Vous	B-GN
croyez	O
,	O
comme	O
moi	B-GN
,	O
que	O
la	B-GN
guerre	I-GN
des	O
Etats-Unis	B-GN
durera	O
longtemps	O
encore	O
?	O
--	O
Très	O
longtemps	O
.	O
--	O
Vous	B-GN
savez	O
combien	O
cette	B-GN
lutte	I-GN
met	O
en	O
souffrance	B-GN
les	B-GN
intérêts	I-GN
de	O
l'	B-GN
Angleterre	I-GN
et	O
particulièrement	B-GN
ceux	I-GN
de	O
Glasgow	B-GN
?	O
--	O
Et	B-GN
plus	I-GN
spécialement	I-GN
encore	I-GN
ceux	I-GN
de	O
la	B-GN
maison	I-GN
Playfair	B-GN
et	O
Co	O
,	O
répondit	O
l'	B-GN
oncle	I-GN
Vincent	B-GN
.	O
--	O
Surtout	O
ceux	B-GN
-là	O
,	O
répliqua	O
le	B-GN
jeune	I-GN
capitaine	I-GN
.	O
--	O
Je	B-GN
m'	O
en	O
afflige	O
tous	B-GN
les	I-GN
jours	I-GN
,	B-GN
James	I-GN
,	O
et	O
je	B-GN
n'	O
envisage	O
pas	O
sans	O
terreur	B-GN
les	B-GN
désastres	I-GN
commerciaux	I-GN
que	O
cette	B-GN
guerre	I-GN
peut	O
entraîner	O
.	O
Non	O
que	O
la	B-GN
maison	I-GN
Playfair	B-GN
ne	O
soit	O
solide	O
,	O
neveu	O
,	O
mais	O
elle	B-GN
a	O
des	B-GN
correspondants	I-GN
qui	B-GN
peuvent	O
manquer	O
.	O
Ah	O
!	O
ces	B-GN
Américains	I-GN
,	O
qu'	O
ils	B-GN
soient	O
esclavagistes	O
ou	O
abolitionnistes	O
,	O
je	B-GN
les	B-GN
donne	O
tous	O
au	O
diable	B-GN
!	O
»	O
Si	O
au	O
point	B-GN
de	O
vue	B-GN
des	O
grands	B-GN
principes	I-GN
d'	O
humanité	B-GN
,	O
toujours	O
et	O
partout	O
supérieurs	O
aux	O
intérêts	B-GN
personnels	I-GN
,	O
Vincent	B-GN
Playfair	I-GN
avait	O
tort	B-GN
de	O
parler	O
ainsi	O
,	O
il	B-GN
avait	O
raison	O
à	O
ne	O
considérer	O
que	O
le	O
point	O
de	O
vue	B-GN
purement	O
commercial	O
.	O
La	B-GN
plus	I-GN
importante	I-GN
matière	I-GN
de	O
l'	B-GN
exportation	I-GN
américaine	I-GN
manquait	O
sur	O
la	B-GN
place	I-GN
de	O
Glasgow	B-GN
.	O
La	B-GN
Famine	I-GN
Du	O
Coton	B-GN
[	O
2	O
]	O
,	O
pour	O
employer	O
l'	B-GN
énergique	I-GN
expression	I-GN
anglaise	I-GN
,	O
devenait	O
de	O
jour	B-GN
en	O
jour	B-GN
plus	O
menaçante	O
.	O
Des	B-GN
milliers	I-GN
d'	O
ouvriers	B-GN
se	O
voyaient	O
réduits	O
à	O
vivre	O
de	O
la	B-GN
charité	I-GN
publique	I-GN
.	O
Glasgow	B-GN
possédait	O
vingt-cinq	O
mille	O
métiers	O
mécaniques	O
qui	B-GN
,	O
avant	O
la	O
guerre	O
des	O
Etats-Unis	B-GN
,	O
produisaient	O
six	O
cent	O
vingt-cinq	B-GN
mille	I-GN
mètres	I-GN
de	O
coton	B-GN
filé	O
par	O
jour	B-GN
,	B-GN
c'	I-GN
est	I-GN
-	I-GN
à	I-GN
-	I-GN
dire	I-GN
cinquante	I-GN
millions	I-GN
de	O
livres	B-GN
par	O
an	B-GN
.	O
Par	O
ce	B-GN
chiffre	I-GN
,	O
que	O
l'	B-GN
on	B-GN
juge	O
des	B-GN
perturbations	I-GN
apportées	O
dans	O
le	B-GN
mouvement	I-GN
industriel	I-GN
de	O
la	B-GN
ville	I-GN
,	O
quand	O
la	B-GN
matière	I-GN
textile	I-GN
vint	O
à	O
manquer	O
presque	O
absolument	O
.	O
Les	B-GN
faillites	I-GN
éclataient	O
à	O
chaque	B-GN
heure	I-GN
.	O
Les	B-GN
suspensions	I-GN
de	O
travaux	B-GN
se	O
produisaient	O
dans	O
toutes	B-GN
les	I-GN
usines	I-GN
.	O
Les	B-GN
ouvriers	I-GN
mouraient	I-GN
de	O
faim	B-GN
.	O
C'	B-GN
était	O
le	O
spectacle	O
de	O
cette	B-GN
immense	I-GN
misère	I-GN
qui	B-GN
avait	O
donné	O
à	O
James	B-GN
Playfair	I-GN
l'	B-GN
idée	I-GN
de	O
son	B-GN
hardi	I-GN
projet	B-GN
.	O
«	O
J'	B-GN
irai	O
chercher	O
du	O
coton	B-GN
,	O
dit	O
-il	B-GN
,	O
et	O
j'	B-GN
en	O
rapporterai	O
coûte	O
que	O
coûte	O
.	O
»	O
Mais	O
comme	O
il	O
était	O
aussi	O
«	O
négociant	O
»	O
que	O
l'	B-GN
oncle	I-GN
Vincent	I-GN
,	O
il	B-GN
résolut	O
de	O
procéder	O
par	O
voie	B-GN
d'	O
échange	B-GN
,	O
et	O
de	O
proposer	O
l'	B-GN
opération	I-GN
sous	O
la	B-GN
forme	I-GN
d'	O
une	B-GN
affaire	I-GN
commerciale	I-GN
.	O
«	O
Oncle	B-GN
Vincent	I-GN
,	O
dit	O
-il	O
,	O
voilà	O
mon	B-GN
idée	I-GN
.	O
--	B-GN
Voyons	I-GN
voir	O
,	B-GN
James	I-GN
.	O
--	O
C'	B-GN
est	O
bien	O
simple	O
.	O
Nous	B-GN
allons	O
faire	O
construire	O
un	B-GN
navire	I-GN
d'	O
une	B-GN
marche	I-GN
supérieure	I-GN
et	O
d'	B-GN
une	I-GN
grande	I-GN
capacité	I-GN
.	O
--	O
C'	O
est	O
possible	O
,	O
cela	B-GN
.	O
--	O
Nous	B-GN
le	O
chargerons	O
de	O
